"Name","Party","Parliament","Q_A_Link","ID","Q_asked","Q_answered"
"Felix Herkens"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/felix-herkens/fragen-antworten?page=0",174236,10,8
"Julian Schwarze"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/julian-schwarze/fragen-antworten?page=0",176570,8,8
"Volkhard Wille"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/volkhard-wille/fragen-antworten?page=0",178480,8,8
"Markus Grübel"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/markus-gruebel/fragen-antworten?page=0",79343,8,8
"Claudia Wein"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/claudia-wein/fragen-antworten?page=0",176467,9,8
"Helge Limburg"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/helge-limburg/fragen-antworten?page=0",136080,22,8
"Markus Töns"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/markus-toens/fragen-antworten?page=0",136824,9,8
"Andrea Nunne"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/andrea-nunne/fragen-antworten?page=0",173171,8,8
"Olaf Meister"," Bündnis 90/Die Grünen","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/olaf-meister/fragen-antworten?page=0",152757,8,8
"Jan Kürschner"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/jan-kuerschner/fragen-antworten?page=0",179136,8,8
"Stefan Zierke"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/stefan-zierke/fragen-antworten?page=0",78902,8,8
"Brian Nickholz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/brian-nickholz/fragen-antworten?page=0",175407,8,8
"Herbert Wollmann"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/herbert-wollmann/fragen-antworten?page=0",175434,9,9
"Alexander Engelhard"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/alexander-engelhard/fragen-antworten?page=0",175826,11,8
"Alexander Schoch"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/alexander-schoch/fragen-antworten?page=0",108376,8,8
"Volker Mayer-Lay"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/volker-mayer-lay/fragen-antworten?page=0",175888,10,10
"Thomas Jarzombek"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/thomas-jarzombek/fragen-antworten?page=0",79277,7,7
"Melanie Bernstein"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/melanie-bernstein/fragen-antworten?page=0",145860,7,7
"Barbara Fuchs"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/barbara-fuchs/fragen-antworten?page=0",158754,7,7
"Nicole Walter-Mundt"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/nicole-walter-mundt/fragen-antworten?page=0",168704,7,7
"Erwin Köhler"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/erwin-koehler/fragen-antworten?page=0",174229,8,7
"Mathias Schulz"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/mathias-schulz-0/fragen-antworten?page=0",176489,7,7
"Mark Helfrich"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/mark-helfrich/fragen-antworten?page=0",79299,7,7
"Christine Neumann-Martin"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/christine-neumann-martin/fragen-antworten?page=0",108711,8,7
"Stefan Fulst-Blei"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/stefan-fulst-blei/fragen-antworten?page=0",108893,7,7
"Dorothea Kliche-Behnke"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/dorothea-kliche-behnke/fragen-antworten?page=0",108501,9,7
"Ulrich Siegmund"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/ulrich-siegmund/fragen-antworten?page=0",152749,13,7
"Rasha Nasr"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/rasha-nasr/fragen-antworten?page=0",175484,12,7
"Albert Stegemann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/albert-stegemann/fragen-antworten?page=0",78981,19,7
"Marianne Schieder"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/marianne-schieder/fragen-antworten?page=0",79026,15,7
"Sönke Rix"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/soenke-rix/fragen-antworten?page=0",79065,10,7
"Christa Möller-Metzger"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/christa-moeller-metzger/fragen-antworten?page=0",173168,16,7
"Thomas von Gizycki"," Bündnis 90/Die Grünen","Brandenburg","https://www.abgeordnetenwatch.de//profile/thomas-von-gizycki/fragen-antworten?page=0",31129,7,7
"Catherina Pieroth-Manelli"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/catherina-pieroth-manelli/fragen-antworten?page=0",122809,7,7
"Martina Englhardt-Kopf"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/martina-englhardt-kopf/fragen-antworten?page=0",175872,9,7
"Manfred Grund"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/manfred-grund/fragen-antworten?page=0",79344,8,7
"Hannes Gnauck"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/hannes-gnauck/fragen-antworten?page=0",175923,15,7
"Siegfried Lorek"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/siegfried-lorek/fragen-antworten?page=0",108743,9,7
"Kristin Brinker"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/kristin-brinker/fragen-antworten?page=0",141106,12,7
"Lisa Maria Otte"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/lisa-maria-otte/fragen-antworten?page=0",173173,9,7
"Sarah Lahrkamp"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/sarah-lahrkamp/fragen-antworten?page=0",175490,8,7
"Christian Bernreiter"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/christian-bernreiter/fragen-antworten?page=0",180085,10,9
"Hubert Hüppe"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/hubert-hueppe/fragen-antworten?page=0",79272,7,7
"Uta Röpcke"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/uta-roepcke/fragen-antworten?page=0",131010,7,7
"Stefanie Bung"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/stefanie-bung/fragen-antworten?page=0",132788,9,7
"Carola Ensslen"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/carola-ensslen/fragen-antworten?page=0",66573,8,7
"Christos Katzidis"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/christos-katzidis/fragen-antworten?page=0",130447,7,7
"Wolfgang Strengmann-Kuhn"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/wolfgang-strengmann-kuhn/fragen-antworten?page=0",79479,17,6
"Alexander Hold"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/alexander-hold/fragen-antworten?page=0",158944,7,7
"Eka von Kalben"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/eka-von-kalben/fragen-antworten?page=0",121173,6,6
"Katalin Gennburg"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/katalin-gennburg/fragen-antworten?page=0",122857,7,6
"Michael Sacher"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-sacher/fragen-antworten?page=0",147377,6,6
"Friedrich Haag"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/friedrich-haag/fragen-antworten?page=0",174222,6,6
"Lisa Knack"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/lisa-knack/fragen-antworten?page=0",176477,6,6
"Swantje Schendel"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/swantje-schendel/fragen-antworten?page=0",179142,7,6
"Britta Oellers"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/britta-oellers/fragen-antworten?page=0",130120,6,6
"Nadine Heselhaus"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/nadine-heselhaus/fragen-antworten?page=0",175476,6,6
"Simone Lang"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/simone-lang/fragen-antworten?page=0",31248,6,6
"Petra Vandrey"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/petra-vandrey/fragen-antworten?page=0",122775,6,6
"Derya Çağlar"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/derya-caglar/fragen-antworten?page=0",122916,16,6
"René Aust"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/rene-aust/fragen-antworten?page=0",170148,6,6
"Andrea Dombois"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/andrea-dombois/fragen-antworten?page=0",30877,6,6
"Sven Tode"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/sven-tode/fragen-antworten?page=0",67039,8,6
"Silke Backsen"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/silke-backsen/fragen-antworten?page=0",178229,6,6
"Jan Schröder"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/jan-schroeder/fragen-antworten?page=0",179411,6,6
"Thomas Schmidt"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/thomas-schmidt/fragen-antworten?page=0",30971,9,6
"Steffen Dittes"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/steffen-dittes/fragen-antworten?page=0",31615,6,6
"Damiano Valgolio"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/damiano-valgolio/fragen-antworten?page=0",117637,6,6
"Matthias Kollatz"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/matthias-kollatz/fragen-antworten?page=0",122926,6,6
"Susanne Schneider"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/susanne-schneider/fragen-antworten?page=0",130718,6,6
"Uwe Adler"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/uwe-adler/fragen-antworten?page=0",168819,6,6
"Nadine Hoffmann"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/nadine-hoffmann/fragen-antworten?page=0",170153,6,6
"Kai Wegner"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/kai-wegner/fragen-antworten?page=0",78928,41,6
"Andre Baumann"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andre-baumann-0/fragen-antworten?page=0",174235,6,6
"Manfred Uekermann"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/manfred-uekermann/fragen-antworten?page=0",178178,6,6
"Nelly Waldeck"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/nelly-waldeck/fragen-antworten?page=0",178236,6,6
"Pascal Leddin"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/pascal-leddin/fragen-antworten?page=0",179173,6,6
"Georg-Ludwig von Breitenbuch"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/georg-ludwig-von-breitenbuch/fragen-antworten?page=0",31261,7,7
"Matthias Czech"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/matthias-czech/fragen-antworten?page=0",66999,12,6
"Anke Fuchs-Dreisbach"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/anke-fuchs-dreisbach/fragen-antworten?page=0",130065,7,6
"Lars Harms"," SSW","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/lars-harms/fragen-antworten?page=0",139148,6,6
"Sebastian Brehm"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/sebastian-brehm/fragen-antworten?page=0",145904,15,6
"Marion Gentges"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/marion-gentges/fragen-antworten?page=0",108549,11,6
"Thomas Poreski"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-poreski/fragen-antworten?page=0",108922,12,6
"Michael Frisch"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-frisch/fragen-antworten?page=0",110145,8,6
"Gregor Kaiser"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/gregor-kaiser/fragen-antworten?page=0",130256,7,6
"Kevin Leiser"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/kevin-leiser/fragen-antworten?page=0",175457,7,6
"Jule Wenzel"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/jule-wenzel/fragen-antworten?page=0",178483,6,6
"Alfred Dannenberg"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/alfred-dannenberg/fragen-antworten?page=0",179546,9,6
"Martin Modschiedler"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/martin-modschiedler/fragen-antworten?page=0",30943,6,6
"Bernd Buchholz"," FDP","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/bernd-buchholz/fragen-antworten?page=0",121092,8,6
"Dirk Spaniel"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/dirk-spaniel/fragen-antworten?page=0",145835,10,6
"René Bochmann"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/rene-bochmann/fragen-antworten?page=0",168306,9,7
"Jürgen Kretz"," Bündnis 90/Die Grünen","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-kretz/fragen-antworten?page=0",175589,6,6
"Erik Schweickert"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/erik-schweickert/fragen-antworten?page=0",119210,7,6
"Jürgen Braun"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-braun/fragen-antworten?page=0",145839,6,6
"Gabriele Triebel"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/gabriele-triebel/fragen-antworten?page=0",158724,7,6
"Anne Helm"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/anne-helm/fragen-antworten?page=0",29180,8,6
"Henry Worm"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/henry-worm/fragen-antworten?page=0",31384,10,6
"Deniz Çelik"," DIE LINKE","Hamburg","https://www.abgeordnetenwatch.de//profile/deniz-celik/fragen-antworten?page=0",66568,7,6
"Jens Koeppen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/jens-koeppen/fragen-antworten?page=0",79233,18,6
"Isabelle Vandre"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/isabelle-vandre/fragen-antworten?page=0",31073,5,5
"André Trepoll"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/andre-trepoll/fragen-antworten?page=0",66390,5,5
"Wolfgang Wiehle"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/wolfgang-wiehle/fragen-antworten?page=0",145806,7,5
"Ines Saborowski"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ines-saborowski/fragen-antworten?page=0",30920,8,5
"Reinhold Pix"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/reinhold-pix/fragen-antworten?page=0",108857,10,5
"Thomas Kutschaty"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/thomas-kutschaty/fragen-antworten?page=0",131033,15,5
"Kristina Herbst"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/kristina-herbst/fragen-antworten?page=0",139341,5,5
"Jörn Domeier"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/joern-domeier/fragen-antworten?page=0",149443,7,5
"Philipp Bruck"," Bündnis 90/Die Grünen","Bremen","https://www.abgeordnetenwatch.de//profile/philipp-bruck/fragen-antworten?page=0",165987,7,5
"Guido Görtz"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/guido-goertz/fragen-antworten?page=0",178605,5,5
"Henning Höne"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/henning-hoene/fragen-antworten?page=0",130299,6,5
"Lilia Usik"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/lilia-usik/fragen-antworten?page=0",176484,5,5
"Winfried Mack"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/winfried-mack/fragen-antworten?page=0",108978,5,5
"Bettina König"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/bettina-koenig/fragen-antworten?page=0",117611,8,5
"Julia Retzlaff"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/julia-retzlaff/fragen-antworten?page=0",179408,5,5
"Meta Janssen-Kucz"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/meta-janssen-kucz/fragen-antworten?page=0",119072,8,5
"Jan Ralf Nolte"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/jan-ralf-nolte/fragen-antworten?page=0",145764,6,5
"Taylan Kurt"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/taylan-kurt/fragen-antworten?page=0",176564,6,5
"Eileen Woestmann"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/eileen-woestmann/fragen-antworten?page=0",178452,6,5
"Andreas Hoffmann"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/andreas-hoffmann-1/fragen-antworten?page=0",179143,6,6
"Björn Thümler"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/bjoern-thuemler/fragen-antworten?page=0",135919,6,5
"Isabell Huber"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/isabell-huber/fragen-antworten?page=0",163786,8,5
"Britta Herrmann"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/britta-herrmann/fragen-antworten?page=0",173157,11,5
"Kerstin Köditz"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/kerstin-koeditz/fragen-antworten?page=0",30930,7,5
"Thomas Dörflinger"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-doerflinger-0/fragen-antworten?page=0",108500,5,5
"Oliver Krauß"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/oliver-krauss/fragen-antworten?page=0",130599,5,5
"Doris Rauscher"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/doris-rauscher/fragen-antworten?page=0",132531,5,5
"Linus Görg"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/linus-goerg/fragen-antworten?page=0",173160,7,5
"Jürgen Pohl"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-pohl/fragen-antworten?page=0",145783,5,5
"Alexander Mohrenberg"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/alexander-mohrenberg/fragen-antworten?page=0",173415,5,5
"Katrin Schindele"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/katrin-schindele/fragen-antworten?page=0",174167,6,5
