"Name","Party","Parliament","Q_A_Link","ID","Q_asked","Q_answered"
"Simone Wendland"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/simone-wendland/fragen-antworten?page=0",131084,2,2
"Simone Strohmayr"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/simone-strohmayr/fragen-antworten?page=0",133601,2,2
"Wiard Siebels"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/wiard-siebels/fragen-antworten?page=0",136373,2,2
"Marcus Klein"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/marcus-klein/fragen-antworten?page=0",138023,2,2
"Torsten Welling"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/torsten-welling/fragen-antworten?page=0",174096,3,2
"Susanne Müller"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/susanne-mueller/fragen-antworten?page=0",174627,3,2
"Alexander Saade"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/alexander-saade/fragen-antworten?page=0",179412,4,2
"Christina Tasch"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/christina-tasch/fragen-antworten?page=0",31366,6,2
"Markus Gleichmann"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/markus-gleichmann/fragen-antworten?page=0",31628,4,2
"Armin Waldbüßer"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/armin-waldbuesser/fragen-antworten?page=0",108406,4,2
"Patrick Rapp"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/patrick-rapp/fragen-antworten?page=0",108715,4,2
"Alexander King"," BSW","Berlin","https://www.abgeordnetenwatch.de//profile/alexander-king/fragen-antworten?page=0",146081,3,2
"Benjamin Dominik Nolte"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/benjamin-dominik-nolte/fragen-antworten?page=0",158608,3,2
"Jens Cotta"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/jens-cotta/fragen-antworten?page=0",170146,2,2
"Anna Gorskih"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/anna-gorskih/fragen-antworten?page=0",170323,3,2
"Lars Bocian"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/lars-bocian/fragen-antworten?page=0",176457,3,3
"Thore Güldner"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/thore-gueldner/fragen-antworten?page=0",179435,2,2
"Helmut Barthel"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/helmut-barthel/fragen-antworten?page=0",31116,4,2
"Christoph Zippel"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/christoph-zippel/fragen-antworten?page=0",31408,2,2
"Rainer Bensch"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/rainer-bensch/fragen-antworten?page=0",73317,2,2
"Kathrin Anklam-Trapp"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/kathrin-anklam-trapp/fragen-antworten?page=0",109952,2,2
"Dietmar Panske"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dietmar-panske/fragen-antworten?page=0",130342,2,2
"Josef Neumann"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/josef-neumann/fragen-antworten?page=0",130415,5,2
"Stefan Teufel"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/stefan-teufel/fragen-antworten?page=0",108637,2,2
"Petra Guttenberger"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/petra-guttenberger/fragen-antworten?page=0",133699,3,2
"Wolfgang Fackler"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/wolfgang-fackler/fragen-antworten?page=0",133731,3,2
"Maximilian Deisenhofer"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/maximilian-deisenhofer/fragen-antworten?page=0",141933,2,2
"Ulrich Singer"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/ulrich-singer/fragen-antworten?page=0",158638,3,2
"Sebastian Walter"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/sebastian-walter-0/fragen-antworten?page=0",168757,10,2
"Mandy Pfeifer"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/mandy-pfeifer/fragen-antworten?page=0",177022,2,2
"Bastian Hartmann"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/bastian-hartmann/fragen-antworten?page=0",178430,4,2
"Christian Berger"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/christian-berger/fragen-antworten?page=0",178599,3,2
"Manuel Liguori"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/manuel-liguori/fragen-antworten?page=0",179559,2,2
"Frank Schaufel"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/frank-schaufel/fragen-antworten?page=0",31270,10,2
"Hartmut Ganzke"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/hartmut-ganzke/fragen-antworten?page=0",130281,2,2
"Marcus Optendrenk"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/marcus-optendrenk/fragen-antworten?page=0",130514,6,2
"René Schneider"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/rene-schneider/fragen-antworten?page=0",130660,5,2
"Ludwig Hartmann"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/ludwig-hartmann/fragen-antworten?page=0",133667,6,2
"Andreas Schubert"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/andreas-schubert/fragen-antworten?page=0",170278,3,2
"Carl-Bernhard von Heusinger"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/carl-bernhard-von-heusinger/fragen-antworten?page=0",174698,5,2
"Bahar Haghanipour"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/bahar-haghanipour/fragen-antworten?page=0",176590,3,2
"Oliver Fritzsche"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/oliver-fritzsche/fragen-antworten?page=0",30948,3,2
"Martin Sattelkau"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/martin-sattelkau/fragen-antworten?page=0",117681,3,2
"Gordan Dudas"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/gordan-dudas/fragen-antworten?page=0",130254,2,2
"Andrea Tschacher"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/andrea-tschacher/fragen-antworten?page=0",130744,7,2
"Andreas Keith-Volkmer"," AfD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/andreas-keith-volkmer/fragen-antworten?page=0",139739,4,2
"Michael Simon"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-simon-1/fragen-antworten?page=0",174631,5,2
"Katrin Gensecke"," SPD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/katrin-gensecke/fragen-antworten?page=0",175093,2,2
"Birgit Butter"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/birgit-butter/fragen-antworten?page=0",179313,2,2
"Tobias Matthias Peterka"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/tobias-matthias-peterka/fragen-antworten?page=0",122063,3,2
"Tonka Wojahn"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/tonka-wojahn/fragen-antworten?page=0",122807,3,2
"Daniel Hagemeier"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/daniel-hagemeier/fragen-antworten?page=0",131092,7,2
"Christoph Bratmann"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/christoph-bratmann/fragen-antworten?page=0",135938,2,2
"Tobias Vogt"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/tobias-vogt/fragen-antworten?page=0",174098,3,2
"Melanie Reinecke"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/melanie-reinecke/fragen-antworten?page=0",179314,2,2
"Martina Gießübel"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/martina-giessuebel/fragen-antworten?page=0",180097,3,2
"Klaus Ernst"," BSW","Bundestag","https://www.abgeordnetenwatch.de//profile/klaus-ernst/fragen-antworten?page=0",79385,45,2
"Peter Tomaschko"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/peter-tomaschko/fragen-antworten?page=0",133696,2,2
"Martin Habersaat"," SPD","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/martin-habersaat/fragen-antworten?page=0",139160,4,3
"Kathi Muxel"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/kathi-muxel/fragen-antworten?page=0",168661,3,2
"Ludwig Scheetz"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/ludwig-scheetz/fragen-antworten?page=0",168823,7,2
"Sophie Ramdor"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/sophie-ramdor/fragen-antworten?page=0",179286,2,2
"Péter Vida"," BVB - Freie Wähler","Brandenburg","https://www.abgeordnetenwatch.de//profile/peter-vida/fragen-antworten?page=0",30720,7,2
"Henning Homann"," SPD","Sachsen","https://www.abgeordnetenwatch.de//profile/henning-homann/fragen-antworten?page=0",30915,2,2
"Metin Kaya"," BSW","Hamburg","https://www.abgeordnetenwatch.de//profile/metin-kaya/fragen-antworten?page=0",66626,8,2
"Wolfgang Reinhart"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/wolfgang-reinhart/fragen-antworten?page=0",108645,6,2
"Michael Kaufmann"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-kaufmann/fragen-antworten?page=0",121837,8,2
"Jörg Hillmer"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/joerg-hillmer/fragen-antworten?page=0",136132,3,2
"Ulf Prange"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/ulf-prange/fragen-antworten?page=0",136346,2,2
"Serpil Midyatli"," SPD","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/serpil-midyatli/fragen-antworten?page=0",139273,2,2
"Christian Winter"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/christian-winter/fragen-antworten?page=0",177026,2,2
"Martina Braun"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/martina-braun/fragen-antworten?page=0",108439,2,2
"Reinhard Löffler"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/reinhard-loeffler/fragen-antworten?page=0",108855,5,2
"Jutta Blatzheim-Roegler"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jutta-blatzheim-roegler/fragen-antworten?page=0",110034,2,2
"Markus Wolf"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/markus-wolf/fragen-antworten?page=0",110096,2,2
"Katrin Seidel"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/katrin-seidel/fragen-antworten?page=0",117500,7,2
"Inge Blask"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/inge-blask/fragen-antworten?page=0",130372,3,2
"Karin Logemann"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/karin-logemann/fragen-antworten?page=0",136152,2,2
"Martin Metz"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/martin-metz/fragen-antworten?page=0",145950,4,2
"Tim Pargent"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/tim-pargent/fragen-antworten?page=0",158746,2,2
"Tamara Lüdke"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/tamara-luedke/fragen-antworten?page=0",176526,4,2
"Astrid Vogelheim"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/astrid-vogelheim/fragen-antworten?page=0",178442,4,2
"Philipp Meyn"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/philipp-meyn/fragen-antworten?page=0",179427,2,2
"Dennis Paustian-Döscher"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/dennis-paustian-doescher/fragen-antworten?page=0",66506,9,2
"Michael Hüttner"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-huettner/fragen-antworten?page=0",110097,2,2
"Jürgen Mistol"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/juergen-mistol/fragen-antworten?page=0",118861,4,2
"René Domke"," FDP","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/rene-domke/fragen-antworten?page=0",121879,5,2
"Sven Wolf"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/sven-wolf/fragen-antworten?page=0",130174,5,2
"Tobias Beck"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/tobias-beck-0/fragen-antworten?page=0",142253,2,1
"Silvia Breher"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/silvia-breher/fragen-antworten?page=0",145863,9,1
"Thomas Hentschel"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-hentschel/fragen-antworten?page=0",148113,1,1
"Jörn Schepelmann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/joern-schepelmann/fragen-antworten?page=0",149589,1,1
"Thomas Lippmann"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/thomas-lippmann/fragen-antworten?page=0",152772,2,1
"Johann Müller"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/johann-mueller/fragen-antworten?page=0",158602,2,1
"Sven Meyer"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/sven-meyer/fragen-antworten?page=0",176528,1,1
"Jan-Wilhelm Pohlmann"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/jan-wilhelm-pohlmann/fragen-antworten?page=0",178149,1,1
"Rodion Bakum"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/rodion-bakum/fragen-antworten?page=0",178403,3,1
"Markus Höner"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/markus-hoener/fragen-antworten?page=0",178621,2,1
"Oliver Brandt"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/oliver-brandt/fragen-antworten?page=0",179141,1,1
"Saskia Buschmann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/saskia-buschmann/fragen-antworten?page=0",179334,1,1
"Anke Schwarzenberg"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/anke-schwarzenberg/fragen-antworten?page=0",31088,2,1
"Andreas Kalbitz"," parteilos","Brandenburg","https://www.abgeordnetenwatch.de//profile/andreas-kalbitz/fragen-antworten?page=0",31222,2,1
"Martin Rivoir"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/martin-rivoir/fragen-antworten?page=0",108771,5,1
"Ellen Demuth"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/ellen-demuth/fragen-antworten?page=0",110038,3,1
"Thomas Wansch"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/thomas-wansch/fragen-antworten?page=0",110243,2,1
"Jörn König"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/joern-koenig/fragen-antworten?page=0",121468,9,1
"Torsten Renz"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/torsten-renz/fragen-antworten?page=0",122437,2,1
"Stefan Gebhardt"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/stefan-gebhardt/fragen-antworten?page=0",124312,2,1
"Dietmar Brockes"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dietmar-brockes/fragen-antworten?page=0",130182,4,1
"Thomas Huber"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/thomas-huber/fragen-antworten?page=0",133718,1,1
"Mathias Wagner"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/mathias-wagner/fragen-antworten?page=0",135372,1,1
"Dennis Klecker"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/dennis-klecker/fragen-antworten?page=0",180755,1,1
"Yusuf Uzundag"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/yusuf-uzundag/fragen-antworten?page=0",66502,4,1
"Patrick Kunz"," FREIE WÄHLER","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/patrick-kunz/fragen-antworten?page=0",110194,1,1
"Carsten Schatz"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/carsten-schatz/fragen-antworten?page=0",117433,2,1
"Martina Feldmayer"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/martina-feldmayer/fragen-antworten?page=0",120342,1,1
"Thomas Würdisch"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/thomas-wuerdisch/fragen-antworten?page=0",123432,2,1
"Heinrich Frieling"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/heinrich-frieling/fragen-antworten?page=0",130292,2,1
"Guido Déus"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/guido-deus/fragen-antworten?page=0",130448,4,1
"Alex Dorow"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/alex-dorow/fragen-antworten?page=0",132503,4,1
"Stephan Christ"," Bündnis 90/Die Grünen","Niedersachsen","https://www.abgeordnetenwatch.de//profile/stephan-christ/fragen-antworten?page=0",149433,1,1
"Harald Weyel"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/harald-weyel/fragen-antworten?page=0",150294,1,1
"Benjamin Miskowitsch"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/benjamin-miskowitsch/fragen-antworten?page=0",158688,3,1
"Oliver Ulloth"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/oliver-ulloth/fragen-antworten?page=0",159425,1,1
"Marika Tändler-Walenta"," DIE LINKE","Sachsen","https://www.abgeordnetenwatch.de//profile/marika-taendler-walenta/fragen-antworten?page=0",168266,1,1
"Martina Jost"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/martina-jost/fragen-antworten?page=0",168311,4,1
"Sönke Siebke"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/soenke-siebke/fragen-antworten?page=0",178186,2,1
"Joachim Konrad"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/joachim-konrad/fragen-antworten?page=0",180103,3,1
"Martin Rabanus"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/martin-rabanus/fragen-antworten?page=0",79073,1,1
"Hermino Katzenstein"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/hermino-katzenstein/fragen-antworten?page=0",108597,5,1
"Torsten Wolf"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/torsten-wolf/fragen-antworten?page=0",31630,6,1
"Dorothee Bär"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/dorothee-baer/fragen-antworten?page=0",79468,26,1
"Raimund Haser"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/raimund-haser/fragen-antworten?page=0",108722,3,1
"Nicole Hoffmeister-Kraut"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/nicole-hoffmeister-kraut/fragen-antworten?page=0",108803,3,1
"Elke-Annette Schmidt"," DIE LINKE","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/elke-annette-schmidt/fragen-antworten?page=0",122529,1,1
"Peter Lehnert"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/peter-lehnert/fragen-antworten?page=0",130942,1,1
"Robert Lambrou"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/robert-lambrou/fragen-antworten?page=0",135426,1,1
"Reinhold Hilbers"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/reinhold-hilbers/fragen-antworten?page=0",136269,1,1
"Anja Wagner-Scheid"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/anja-wagner-scheid/fragen-antworten?page=0",138120,1,1
"Alexander Wiesner"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/alexander-wiesner/fragen-antworten?page=0",168301,3,1
"Jörg Mehldau"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/joerg-mehldau/fragen-antworten?page=0",173412,2,1
"Andreas Sturm"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andreas-sturm/fragen-antworten?page=0",174164,1,1
"Mirjam Golm"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/mirjam-golm/fragen-antworten?page=0",176507,2,1
"Dirk Kock-Rohwer"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/dirk-kock-rohwer/fragen-antworten?page=0",178238,5,1
"Gerhard Liebscher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/gerhard-liebscher/fragen-antworten?page=0",33471,2,1
"Jens Guth"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jens-guth/fragen-antworten?page=0",110059,2,1
"Jürgen Berghahn"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-berghahn/fragen-antworten?page=0",130418,12,1
"Marc Lürbke"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/marc-luerbke/fragen-antworten?page=0",130508,5,1
"Anette Röttger"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/anette-roettger/fragen-antworten?page=0",130961,2,1
"Kerstin Celina"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/kerstin-celina/fragen-antworten?page=0",133660,1,1
"Miguel Klauß"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/miguel-klauss/fragen-antworten?page=0",108798,2,1
"Jaqueline Rauschkolb"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jaqueline-rauschkolb/fragen-antworten?page=0",110262,2,1
"Dorothea Frederking"," Bündnis 90/Die Grünen","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/dorothea-frederking/fragen-antworten?page=0",119828,1,1
"Tino Schopf"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/tino-schopf/fragen-antworten?page=0",122921,4,1
"Eva von Angern"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/eva-von-angern/fragen-antworten?page=0",124132,7,1
"Christina Osei"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/christina-osei/fragen-antworten?page=0",130125,3,1
"Frank Börner"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/frank-boerner/fragen-antworten?page=0",130229,2,1
"Ina Scharrenbach"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ina-scharrenbach/fragen-antworten?page=0",130328,7,1
"Kai Dolgner"," SPD","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/kai-dolgner/fragen-antworten?page=0",139058,1,1
"Wolfgang Hauber"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/wolfgang-hauber/fragen-antworten?page=0",142320,1,1
"Lana Horstmann"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lana-horstmann/fragen-antworten?page=0",174622,3,1
"Tuba Bozkurt"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/tuba-bozkurt/fragen-antworten?page=0",176566,9,1
"Steffi Pulz-Debler"," DIE LINKE","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/steffi-pulz-debler/fragen-antworten?page=0",177013,2,1
"Gudula Achterberg"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/gudula-achterberg/fragen-antworten?page=0",178158,1,1
"Thomas Barth"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/thomas-barth/fragen-antworten?page=0",29366,3,1
"Dorothea Marx"," SPD","Thüringen","https://www.abgeordnetenwatch.de//profile/dorothea-marx/fragen-antworten?page=0",31485,3,1
"Ingo Wellenreuther"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ingo-wellenreuther/fragen-antworten?page=0",78922,2,2
"Ingrid Pahlmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ingrid-pahlmann/fragen-antworten?page=0",79095,1,1
"Alexander Fuhr"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/alexander-fuhr/fragen-antworten?page=0",109949,1,1
"Marion Schneid"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/marion-schneid/fragen-antworten?page=0",110120,1,1
"Dietmar Friedhoff"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/dietmar-friedhoff/fragen-antworten?page=0",145711,5,1
"Werner Stieglitz"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/werner-stieglitz/fragen-antworten?page=0",180095,2,1
"Kerstin Nicolaus"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/kerstin-nicolaus/fragen-antworten?page=0",30932,3,1
"Martin Haller"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/martin-haller/fragen-antworten?page=0",110134,1,1
"Dagmar Kaselitz"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/dagmar-kaselitz/fragen-antworten?page=0",122507,1,1
"Karl Straub"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/karl-straub/fragen-antworten?page=0",133656,1,1
"Ulrike Scharf"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/ulrike-scharf/fragen-antworten?page=0",133725,1,1
"Sebastian Zinke"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/sebastian-zinke/fragen-antworten?page=0",149657,1,1
"Eva Lettenbauer"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/eva-lettenbauer/fragen-antworten?page=0",158763,1,1
"Ines Claus"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/ines-claus/fragen-antworten?page=0",159633,1,1
"Kerstin Godenrath"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/kerstin-godenrath/fragen-antworten?page=0",165100,2,1
"Lars Hünich"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/lars-huenich/fragen-antworten?page=0",168652,6,1
"Torsten Czuppon"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/torsten-czuppon/fragen-antworten?page=0",170152,2,1
"Ute Bergner"," Bürger für Thüringen","Thüringen","https://www.abgeordnetenwatch.de//profile/ute-bergner/fragen-antworten?page=0",170212,5,1
"Katja Maurer"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/katja-maurer/fragen-antworten?page=0",171880,2,1
"Sebastian Schmitt"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/sebastian-schmitt/fragen-antworten?page=0",178987,1,1
"Swantje Sperling"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/swantje-sperling/fragen-antworten?page=0",174228,7,1
"Klaus Ranger"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/klaus-ranger/fragen-antworten?page=0",174588,1,1
