Name,Party,Parliament,Profile
"1509","Michael Kretschmer"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/michael-kretschmer/fragen-antworten?page=0"
"1510","Barbara Saebel"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/barbara-saebel/fragen-antworten?page=0"
"1511","Sascha Binder"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/sascha-binder/fragen-antworten?page=0"
"1512","Niko Reith"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/niko-reith/fragen-antworten?page=0"
"1513","Sarah Philipp"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/sarah-philipp/fragen-antworten?page=0"
"1514","Ralf Nolten"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/ralf-nolten/fragen-antworten?page=0"
"1515","Christoph Plett"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/christoph-plett/fragen-antworten?page=0"
"1516","Markus Brinkmann"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/markus-brinkmann/fragen-antworten?page=0"
"1517","Oliver Lottke"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/oliver-lottke/fragen-antworten?page=0"
"1518","Helmut Martin"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/helmut-martin/fragen-antworten?page=0"
"1519","Lars Rieger"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lars-rieger/fragen-antworten?page=0"
"1520","Malte Krüger"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/malte-krueger/fragen-antworten?page=0"
"1521","Robert Lambrou"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/robert-lambrou/fragen-antworten?page=0"
"1522","Reinhold Hilbers"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/reinhold-hilbers/fragen-antworten?page=0"
"1523","Anja Wagner-Scheid"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/anja-wagner-scheid/fragen-antworten?page=0"
"1524","Alexander Wiesner"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/alexander-wiesner/fragen-antworten?page=0"
"1525","Jörg Mehldau"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/joerg-mehldau/fragen-antworten?page=0"
"1526","Andreas Sturm"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/andreas-sturm/fragen-antworten?page=0"
"1527","Kristine Lütke"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/kristine-luetke/fragen-antworten?page=0"
"1528","Marlon Bröhr"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/marlon-broehr/fragen-antworten?page=0"
"1529","Sandra Khalatbari"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/sandra-khalatbari/fragen-antworten?page=0"
"1530","Christine Klingohr"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/christine-klingohr/fragen-antworten?page=0"
"1531","Alexander Baer"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/alexander-baer/fragen-antworten?page=0"
"1532","Meral Thoms"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/meral-thoms/fragen-antworten?page=0"
"1533","Christoph Willeke"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/christoph-willeke/fragen-antworten?page=0"
"1534","Sascha Schnürer"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/sascha-schnuerer/fragen-antworten?page=0"
"1535","Julia Post"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/julia-post/fragen-antworten?page=0"
"1536","Gerhard Liebscher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/gerhard-liebscher/fragen-antworten?page=0"
"1537","Jens Guth"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jens-guth/fragen-antworten?page=0"
"1538","Jürgen Berghahn"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-berghahn/fragen-antworten?page=0"
"1539","Marc Lürbke"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/marc-luerbke/fragen-antworten?page=0"
"1540","Anette Röttger"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/anette-roettger/fragen-antworten?page=0"
"1541","Philipp Raulfs"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/philipp-raulfs/fragen-antworten?page=0"
"1542","Andreas Krahl"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-krahl/fragen-antworten?page=0"
"1543","Heiko Scholz"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/heiko-scholz/fragen-antworten?page=0"
"1544","Rainer Rothfuß"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/rainer-rothfuss/fragen-antworten?page=0"
"1545","Götz Wiese"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/goetz-wiese/fragen-antworten?page=0"
"1546","Charlotte Stoffel"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/charlotte-stoffel/fragen-antworten?page=0"
"1547","Joachim Steyer"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/joachim-steyer/fragen-antworten?page=0"
"1548","Catrin Wahlen"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/catrin-wahlen/fragen-antworten?page=0"
"1549","Werner Graf"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/werner-graf/fragen-antworten?page=0"
"1550","Martin Balasus"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/martin-balasus/fragen-antworten?page=0"
"1551","Brian Baatzsch"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/brian-baatzsch/fragen-antworten?page=0"
"1552","Thomas Rudner"," SPD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/thomas-rudner/fragen-antworten?page=0"
"1553","Sandra Weegels"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/sandra-weegels/fragen-antworten?page=0"
"1554","Dennis Klecker"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/dennis-klecker/fragen-antworten?page=0"
"1555","Petr Bystron"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/petr-bystron/fragen-antworten?page=0"
"1556","Roswitha Schier"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/roswitha-schier/fragen-antworten?page=0"
"1557","Cordula Eger"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/cordula-eger/fragen-antworten?page=0"
"1558","Arno Gottschalk"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/arno-gottschalk/fragen-antworten?page=0"
"1559","Kerstin Radomski"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/kerstin-radomski/fragen-antworten?page=0"
"1560","Hans Dieter Scheerer"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/hans-dieter-scheerer/fragen-antworten?page=0"
"1561","Christoph Willeke"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/christoph-willeke/fragen-antworten?page=0"
"1562","Sascha Schnürer"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/sascha-schnuerer/fragen-antworten?page=0"
"1563","Julia Post"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/julia-post/fragen-antworten?page=0"
"1564","Alexander Dierks"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/alexander-dierks/fragen-antworten?page=0"
"1565","Raymond Walk"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/raymond-walk/fragen-antworten?page=0"
"1566","Torsten Wolf"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/torsten-wolf/fragen-antworten?page=0"
"1567","Dorothee Bär"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/dorothee-baer/fragen-antworten?page=0"
"1568","Raimund Haser"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/raimund-haser/fragen-antworten?page=0"
"1569","Nicole Hoffmeister-Kraut"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/nicole-hoffmeister-kraut/fragen-antworten?page=0"
"1570","Elke-Annette Schmidt"," DIE LINKE","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/elke-annette-schmidt/fragen-antworten?page=0"
"1571","Peter Lehnert"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/peter-lehnert/fragen-antworten?page=0"
"1572","Robert Lambrou"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/robert-lambrou/fragen-antworten?page=0"
"1573","Reinhold Hilbers"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/reinhold-hilbers/fragen-antworten?page=0"
"1574","Anja Wagner-Scheid"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/anja-wagner-scheid/fragen-antworten?page=0"
"1575","Alexander Wiesner"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/alexander-wiesner/fragen-antworten?page=0"
"1576","Mirjam Golm"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/mirjam-golm/fragen-antworten?page=0"
"1577","Dirk Kock-Rohwer"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/dirk-kock-rohwer/fragen-antworten?page=0"
"1578","Gerhard Liebscher"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/gerhard-liebscher/fragen-antworten?page=0"
"1579","Jens Guth"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jens-guth/fragen-antworten?page=0"
"1580","Jürgen Berghahn"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/juergen-berghahn/fragen-antworten?page=0"
"1581","Sebastian Gemkow"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/sebastian-gemkow/fragen-antworten?page=0"
"1582","Gönül Eğlence"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/goenuel-eglence/fragen-antworten?page=0"
"1583","Petra Krebs"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-krebs/fragen-antworten?page=0"
"1584","Michael Wäschenbach"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-waeschenbach/fragen-antworten?page=0"
"1585","Frank Müller"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/frank-mueller/fragen-antworten?page=0"
"1586","Bernhard Seidenath"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/bernhard-seidenath/fragen-antworten?page=0"
"1587","Günter Rudolph"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/guenter-rudolph/fragen-antworten?page=0"
"1588","Birgit Pommer"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/birgit-pommer/fragen-antworten?page=0"
"1589","Christian Hierneis"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/christian-hierneis/fragen-antworten?page=0"
"1590","Anna Köbberling"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/anna-koebberling/fragen-antworten?page=0"
"1591","Annette Schütze"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/annette-schuetze/fragen-antworten?page=0"
"1592","Holger Dremel"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/holger-dremel/fragen-antworten?page=0"
"1593","Dirk Bamberger"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/dirk-bamberger/fragen-antworten?page=0"
"1594","Frank Peschel"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/frank-peschel/fragen-antworten?page=0"
"1595","Daniela Oeynhausen"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/daniela-oeynhausen/fragen-antworten?page=0"
"1596","Adrian Hector"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/adrian-hector/fragen-antworten?page=0"
"1597","Swantje Sperling"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/swantje-sperling/fragen-antworten?page=0"
"1598","Klaus Ranger"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/klaus-ranger/fragen-antworten?page=0"
"1599","Stefan Ruland"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/stefan-ruland/fragen-antworten?page=0"
"1600","Sandra Quinten"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/sandra-quinten/fragen-antworten?page=0"
"1601","Volker Emde"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/volker-emde/fragen-antworten?page=0"
"1602","Martin Grath"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/martin-grath/fragen-antworten?page=0"
"1603","Barbara Richstein"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/barbara-richstein/fragen-antworten?page=0"
"1604","Thomas Huber"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/thomas-huber/fragen-antworten?page=0"
"1605","Mathias Wagner"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/mathias-wagner/fragen-antworten?page=0"
"1606","Marcus Bosse"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/marcus-bosse/fragen-antworten?page=0"
"1607","Christopher Vogt"," FDP","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/christopher-vogt/fragen-antworten?page=0"
"1608","Ulrich Lupart"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/ulrich-lupart/fragen-antworten?page=0"
"1609","Hans-Thomas Tillschneider"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/hans-thomas-tillschneider/fragen-antworten?page=0"
"1610","Thomas Prantl"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/thomas-prantl/fragen-antworten?page=0"
"1611","Matthias Stefke"," BVB - Freie Wähler","Brandenburg","https://www.abgeordnetenwatch.de//profile/matthias-stefke/fragen-antworten?page=0"
"1612","Thomas Gottweiss"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/thomas-gottweiss/fragen-antworten?page=0"
"1613","Christian Gehring"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/christian-gehring/fragen-antworten?page=0"
"1614","Sandra Quinten"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/sandra-quinten/fragen-antworten?page=0"
"1615","Gönül Eğlence"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/goenuel-eglence/fragen-antworten?page=0"
"1616","Petra Krebs"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/petra-krebs/fragen-antworten?page=0"
"1617","Michael Wäschenbach"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-waeschenbach/fragen-antworten?page=0"
"1618","Frank Müller"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/frank-mueller/fragen-antworten?page=0"
"1619","Bernhard Seidenath"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/bernhard-seidenath/fragen-antworten?page=0"
"1620","Günter Rudolph"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/guenter-rudolph/fragen-antworten?page=0"
"1621","Christof Reichert"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/christof-reichert/fragen-antworten?page=0"
"1622","Peter Seimer"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/peter-seimer/fragen-antworten?page=0"
"1623","Tamara Müller"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/tamara-mueller/fragen-antworten?page=0"
"1624","Thorsten Rudolph"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/thorsten-rudolph/fragen-antworten?page=0"
"1625","Hermann Junghans"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/hermann-junghans/fragen-antworten?page=0"
"1626","Cornelia Schmachtenberg"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/cornelia-schmachtenberg/fragen-antworten?page=0"
"1627","Christian Frölich"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/christian-froelich/fragen-antworten?page=0"
"1628","Anke Schwarzenberg"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/anke-schwarzenberg/fragen-antworten?page=0"
"1629","Andreas Kalbitz"," parteilos","Brandenburg","https://www.abgeordnetenwatch.de//profile/andreas-kalbitz/fragen-antworten?page=0"
"1630","Martin Rivoir"," SPD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/martin-rivoir/fragen-antworten?page=0"
"1631","Ellen Demuth"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/ellen-demuth/fragen-antworten?page=0"
"1632","Thomas Wansch"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/thomas-wansch/fragen-antworten?page=0"
"1633","Jörn König"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/joern-koenig/fragen-antworten?page=0"
"1634","Torsten Renz"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/torsten-renz/fragen-antworten?page=0"
"1635","Stefan Gebhardt"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/stefan-gebhardt/fragen-antworten?page=0"
"1636","Dietmar Brockes"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dietmar-brockes/fragen-antworten?page=0"
"1637","Tobias Beck"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/tobias-beck-0/fragen-antworten?page=0"
"1638","Silvia Breher"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/silvia-breher/fragen-antworten?page=0"
"1639","Thomas Hentschel"," Bündnis 90/Die Grünen","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/thomas-hentschel/fragen-antworten?page=0"
"1640","Jörn Schepelmann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/joern-schepelmann/fragen-antworten?page=0"
"1641","Anton Schuberl"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/anton-schuberl/fragen-antworten?page=0"
"1642","Niels Geuking"," FAMILIEN-PARTEI","EU-Parlament","https://www.abgeordnetenwatch.de//profile/niels-geuking/fragen-antworten?page=0"
"1643","Katja Poschmann"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/katja-poschmann/fragen-antworten?page=0"
"1644","Rudi Fischer"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/rudi-fischer/fragen-antworten?page=0"
"1645","Sascha Haas"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/sascha-haas/fragen-antworten?page=0"
"1646","Bina Braun"," Bündnis 90/Die Grünen","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/bina-braun/fragen-antworten?page=0"
"1647","Jan Henner Putzier"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/jan-henner-putzier/fragen-antworten?page=0"
"1648","Andreas Kaufmann"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-kaufmann/fragen-antworten?page=0"
"1649","Thorsten Lieb"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/thorsten-lieb/fragen-antworten?page=0"
"1650","Carsten Preuß"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/carsten-preuss/fragen-antworten?page=0"
"1651","Norbert Otto Mayer"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/norbert-otto-mayer/fragen-antworten?page=0"
"1652","Jörg Henke"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/joerg-henke/fragen-antworten?page=0"
"1653","Valentina Tuchel"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/valentina-tuchel/fragen-antworten?page=0"
"1654","Norbert Röttgen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/norbert-roettgen/fragen-antworten?page=0"
"1655","Bettina Hornhues"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/bettina-hornhues/fragen-antworten?page=0"
"1656","Ralph Brinkhaus"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ralph-brinkhaus/fragen-antworten?page=0"
"1657","Carola Wolle"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/carola-wolle/fragen-antworten?page=0"
"1658","Joachim Kuhs"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/joachim-kuhs/fragen-antworten?page=0"
"1659","Martin Brandl"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/martin-brandl/fragen-antworten?page=0"
"1660","Ülker Radziwill"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/uelker-radziwill/fragen-antworten?page=0"
"1661","Johannes Marxen"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/johannes-marxen/fragen-antworten?page=0"
"1662","Patrick Grossmann"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/patrick-grossmann/fragen-antworten?page=0"
"1663","Thorsten Freudenberger"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/thorsten-freudenberger/fragen-antworten?page=0"
"1664","Markus Striedl"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/markus-striedl/fragen-antworten?page=0"
"1665","Cornelia von Loga"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/cornelia-von-loga/fragen-antworten?page=0"
"1666","Thorsten Lieb"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/thorsten-lieb/fragen-antworten?page=0"
"1667","Carsten Preuß"," DIE LINKE","Brandenburg","https://www.abgeordnetenwatch.de//profile/carsten-preuss/fragen-antworten?page=0"
"1668","Norbert Otto Mayer"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/norbert-otto-mayer/fragen-antworten?page=0"
"1669","Jörg Henke"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/joerg-henke/fragen-antworten?page=0"
"1670","Valentina Tuchel"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/valentina-tuchel/fragen-antworten?page=0"
"1671","Norbert Röttgen"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/norbert-roettgen/fragen-antworten?page=0"
"1672","Bettina Hornhues"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/bettina-hornhues/fragen-antworten?page=0"
"1673","Ralph Brinkhaus"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ralph-brinkhaus/fragen-antworten?page=0"
"1674","Carola Wolle"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/carola-wolle/fragen-antworten?page=0"
"1675","Joachim Kuhs"," AfD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/joachim-kuhs/fragen-antworten?page=0"
"1676","Martin Brandl"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/martin-brandl/fragen-antworten?page=0"
"1677","Ülker Radziwill"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/uelker-radziwill/fragen-antworten?page=0"
"1678","Mona Neubaur"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/mona-neubaur/fragen-antworten?page=0"
"1679","Jens Jenssen"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jens-jenssen/fragen-antworten?page=0"
"1680","Florian Dörstelmann"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/florian-doerstelmann/fragen-antworten?page=0"
"1681","Jürgen Eberwein"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/juergen-eberwein/fragen-antworten?page=0"
"1682","Katja Weitzel"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/katja-weitzel/fragen-antworten?page=0"
"1683","Franz Schmid"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/franz-schmid-0/fragen-antworten?page=0"
"1684","David Guthier"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/david-guthier/fragen-antworten?page=0"
"1685","Gabi Schmidt"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/gabi-schmidt/fragen-antworten?page=0"
"1686","Sven Simon"," CDU","EU-Parlament","https://www.abgeordnetenwatch.de//profile/sven-simon/fragen-antworten?page=0"
"1687","Ilona Nicklisch"," BVB - Freie Wähler","Brandenburg","https://www.abgeordnetenwatch.de//profile/ilona-nicklisch/fragen-antworten?page=0"
"1688","Ronald Pohle"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/ronald-pohle/fragen-antworten?page=0"
"1689","Mario Voigt"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/mario-voigt/fragen-antworten?page=0"
"1690","Björn Höcke"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/bjoern-hoecke/fragen-antworten?page=0"
"1691","Stephan Gamm"," CDU","Hamburg","https://www.abgeordnetenwatch.de//profile/stephan-gamm/fragen-antworten?page=0"
"1692","Olaf Scholz"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/olaf-scholz/fragen-antworten?page=0"
"1693","Heiko Strohmann"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/heiko-strohmann/fragen-antworten?page=0"
"1694","Henrike Müller"," Bündnis 90/Die Grünen","Bremen","https://www.abgeordnetenwatch.de//profile/henrike-mueller/fragen-antworten?page=0"
"1695","Ute Reimers-Bruns"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/ute-reimers-bruns/fragen-antworten?page=0"
"1696","Detlef Seif"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/detlef-seif/fragen-antworten?page=0"
"1697","Astrid Timmermann-Fechter"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/astrid-timmermann-fechter/fragen-antworten?page=0"
"1698","Michael Gerdes"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/michael-gerdes/fragen-antworten?page=0"
"1699","Reinhold Jost"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/reinhold-jost/fragen-antworten?page=0"
"1700","Jochen Haußmann"," FDP","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/jochen-haussmann/fragen-antworten?page=0"
"1701","Hannes Damm"," Bündnis 90/Die Grünen","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/hannes-damm/fragen-antworten?page=0"
"1702","Paul-Joachim Timm"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/paul-joachim-timm/fragen-antworten?page=0"
"1703","Patrick Pender"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/patrick-pender/fragen-antworten?page=0"
"1704","Dilek Engin"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/dilek-engin/fragen-antworten?page=0"
"1705","Vanessa Odermatt"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/vanessa-odermatt/fragen-antworten?page=0"
"1706","Cindy Lutz"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/cindy-lutz/fragen-antworten?page=0"
"1707","Lara Evers"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/lara-evers/fragen-antworten?page=0"
"1708","Omid Najafi"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/omid-najafi/fragen-antworten?page=0"
