Name;Party;Parliament;Profile
Rico Gebhardt; DIE LINKE;Sachsen;https://www.abgeordnetenwatch.de//profile/rico-gebhardt/fragen-antworten?page=0
Andreas Bleck; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/andreas-bleck/fragen-antworten?page=0
Bernd Mettenleiter; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/bernd-mettenleiter/fragen-antworten?page=0
Timm Kern; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/timm-kern/fragen-antworten?page=0
Karlheinz Busen; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/karlheinz-busen/fragen-antworten?page=0
Niklas Nüssle; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/niklas-nuessle/fragen-antworten?page=0
Filiz (Phyliss) Demirel; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/filiz-phyliss-demirel/fragen-antworten?page=0
Thomas Blenke; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/thomas-blenke/fragen-antworten?page=0
Robbin Juhnke; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/robbin-juhnke/fragen-antworten?page=0
Rainer Kraft; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/rainer-kraft/fragen-antworten?page=0
Alexander Mohrenberg; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/alexander-mohrenberg/fragen-antworten?page=0
Katrin Schindele; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/katrin-schindele/fragen-antworten?page=0
Frank Rinck; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/frank-rinck/fragen-antworten?page=0
Pascal Mennen; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/pascal-mennen/fragen-antworten?page=0
Cornelia Klisch; SPD;Thüringen;https://www.abgeordnetenwatch.de//profile/cornelia-klisch/fragen-antworten?page=0
Nina Warken; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/nina-warken/fragen-antworten?page=0
Lars Düsterhöft; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/lars-duesterhoeft/fragen-antworten?page=0
Christian Dirschauer; SSW;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/christian-dirschauer/fragen-antworten?page=0
Jürgen Pohl; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/juergen-pohl/fragen-antworten?page=0
Ricarda Budke; Bündnis 90/Die Grünen;Brandenburg;https://www.abgeordnetenwatch.de//profile/ricarda-budke/fragen-antworten?page=0
Kerstin Vieregge; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/kerstin-vieregge/fragen-antworten?page=0
Ines Schmidt; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/ines-schmidt/fragen-antworten?page=0
Yvonne Gebauer; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/yvonne-gebauer/fragen-antworten?page=0
Jonas Weber; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/jonas-weber/fragen-antworten?page=0
Martina Häusler; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/martina-haeusler/fragen-antworten?page=0
Lea Heidbreder; Bündnis 90/Die Grünen;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/lea-heidbreder/fragen-antworten?page=0
Jan Lehmann; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/jan-lehmann/fragen-antworten?page=0
Günter Baaske; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/guenter-baaske/fragen-antworten?page=0
Richard Seelmäcker; CDU;Hamburg;https://www.abgeordnetenwatch.de//profile/richard-seelmaecker/fragen-antworten?page=0
Frank Imhoff; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/frank-imhoff/fragen-antworten?page=0
Christian Gräff; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/christian-graeff/fragen-antworten?page=0
Andreas Schalk; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/andreas-schalk/fragen-antworten?page=0
Insa Tietjen; DIE LINKE;Hamburg;https://www.abgeordnetenwatch.de//profile/insa-tietjen/fragen-antworten?page=0
Dennis Haustein; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/dennis-haustein/fragen-antworten?page=0
Arnulf Freiherr von Eyb; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/arnulf-freiherr-von-eyb/fragen-antworten?page=0
Andreas Hein; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/andreas-hein/fragen-antworten?page=0
Thomas Hacker; FDP;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-hacker/fragen-antworten?page=0
Birte Pauls; SPD;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/birte-pauls/fragen-antworten?page=0
Gerold Otten; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/gerold-otten/fragen-antworten?page=0
Olga Gauks; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/olga-gauks/fragen-antworten?page=0
Franziska Tell; Bündnis 90/Die Grünen;Bremen;https://www.abgeordnetenwatch.de//profile/franziska-tell/fragen-antworten?page=0
Carola Veit; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/carola-veit/fragen-antworten?page=0
Florian Wahl; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/florian-wahl/fragen-antworten?page=0
Stefan Engstfeld; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/stefan-engstfeld/fragen-antworten?page=0
Babette Pfefferlein; Bündnis 90/Die Grünen;Thüringen;https://www.abgeordnetenwatch.de//profile/babette-pfefferlein/fragen-antworten?page=0
Markus Kurth; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-kurth/fragen-antworten?page=0
Hugh Theodore Bronson; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/hugh-theodore-bronson/fragen-antworten?page=0
Katharina Gebauer; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/katharina-gebauer/fragen-antworten?page=0
Jan Wenzel Schmidt; AfD;Bundestag;https://www.abgeordnetenwatch.de/profile/jan-schmidt/fragen-antworten?page=0
Jonas Weber; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/jonas-weber/fragen-antworten?page=0
Britta Schlage; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/britta-schlage/fragen-antworten?page=0
Johannes Schätzl; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/johannes-schaetzl/fragen-antworten?page=0
Julia Schneider; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/julia-schneider/fragen-antworten?page=0
Jasper Balke; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/jasper-balke/fragen-antworten?page=0
Michael Schierack; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/michael-schierack/fragen-antworten?page=0
Norbert Kleinwächter; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-kleinwaechter/fragen-antworten?page=0
Uwe Hellstern; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/uwe-hellstern/fragen-antworten?page=0
Lena Teschlade; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/lena-teschlade/fragen-antworten?page=0
Robin Korte; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/robin-korte/fragen-antworten?page=0
Marc Bernhard; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/marc-bernhard/fragen-antworten?page=0
Volker Schebesta; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/volker-schebesta/fragen-antworten?page=0
Ilse Aigner; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/ilse-aigner/fragen-antworten?page=0
Thomas Schnelle; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/thomas-schnelle/fragen-antworten?page=0
Detlev Schulz-Hendel; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/detlev-schulz-hendel/fragen-antworten?page=0
Catharina Nies; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/catharina-nies/fragen-antworten?page=0
Holger Gasse; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/holger-gasse/fragen-antworten?page=0
Lars Pochnicht; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/lars-pochnicht/fragen-antworten?page=0
Andreas Schmidt; SPD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/andreas-schmidt-0/fragen-antworten?page=0
Boris Rhein; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/boris-rhein/fragen-antworten?page=0
Andreas Silbersack; FDP;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/andreas-silbersack/fragen-antworten?page=0
Ines Schmidt; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/ines-schmidt/fragen-antworten?page=0
Yvonne Gebauer; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/yvonne-gebauer/fragen-antworten?page=0
Jonas Weber; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/jonas-weber/fragen-antworten?page=0
Britta Schlage; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/britta-schlage/fragen-antworten?page=0
Johannes Schätzl; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/johannes-schaetzl/fragen-antworten?page=0
Julia Schneider; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/julia-schneider/fragen-antworten?page=0
Jasper Balke; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/jasper-balke/fragen-antworten?page=0
Babette Pfefferlein; Bündnis 90/Die Grünen;Thüringen;https://www.abgeordnetenwatch.de//profile/babette-pfefferlein/fragen-antworten?page=0
Markus Kurth; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-kurth/fragen-antworten?page=0
Hugh Theodore Bronson; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/hugh-theodore-bronson/fragen-antworten?page=0
Katharina Gebauer; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/katharina-gebauer/fragen-antworten?page=0
Jan Wenzel Schmidt; AfD;Bundestag;https://www.abgeordnetenwatch.de/profile/jan-schmidt/fragen-antworten?page=0
Uwe Hellstern; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/uwe-hellstern/fragen-antworten?page=0
Lena Teschlade; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/lena-teschlade/fragen-antworten?page=0
Yvonne Gebauer; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/yvonne-gebauer/fragen-antworten?page=0
Babette Pfefferlein; Bündnis 90/Die Grünen;Thüringen;https://www.abgeordnetenwatch.de//profile/babette-pfefferlein/fragen-antworten?page=0
Markus Kurth; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/markus-kurth/fragen-antworten?page=0
Hugh Theodore Bronson; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/hugh-theodore-bronson/fragen-antworten?page=0
Katharina Gebauer; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/katharina-gebauer/fragen-antworten?page=0
Jan Wenzel Schmidt; AfD;Bundestag;https://www.abgeordnetenwatch.de/profile/jan-schmidt/fragen-antworten?page=0
Jonas Weber; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/jonas-weber/fragen-antworten?page=0
Britta Schlage; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/britta-schlage/fragen-antworten?page=0
Johannes Schätzl; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/johannes-schaetzl/fragen-antworten?page=0
Julia Schneider; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/julia-schneider/fragen-antworten?page=0
Jasper Balke; Bündnis 90/Die Grünen;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/jasper-balke/fragen-antworten?page=0
Michael Schierack; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/michael-schierack/fragen-antworten?page=0
Norbert Kleinwächter; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-kleinwaechter/fragen-antworten?page=0
Uwe Hellstern; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/uwe-hellstern/fragen-antworten?page=0
Lena Teschlade; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/lena-teschlade/fragen-antworten?page=0
Robin Korte; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/robin-korte/fragen-antworten?page=0
Marc Bernhard; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/marc-bernhard/fragen-antworten?page=0
Volker Schebesta; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/volker-schebesta/fragen-antworten?page=0
Ilse Aigner; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/ilse-aigner/fragen-antworten?page=0
Thomas Schnelle; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/thomas-schnelle/fragen-antworten?page=0
Norbert Kleinwächter; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/norbert-kleinwaechter/fragen-antworten?page=0
Uwe Hellstern; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/uwe-hellstern/fragen-antworten?page=0
Lena Teschlade; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/lena-teschlade/fragen-antworten?page=0
Robin Korte; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/robin-korte/fragen-antworten?page=0
Boris Weirauch; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/boris-weirauch/fragen-antworten?page=0
Willi Stächele; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/willi-staechele/fragen-antworten?page=0
Klaus Martin Burger; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/klaus-martin-burger/fragen-antworten?page=0
Lisa Gnadl; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/lisa-gnadl/fragen-antworten?page=0
Harald Pohle; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/harald-pohle/fragen-antworten?page=0
Philine Sturzenbecher; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/philine-sturzenbecher/fragen-antworten?page=0
Tanja Meyer; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/tanja-meyer/fragen-antworten?page=0
Carolin Kirsch; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/carolin-kirsch/fragen-antworten?page=0
Tobias Schulze; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/tobias-schulze/fragen-antworten?page=0
Jeannette Auricht; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/jeannette-auricht/fragen-antworten?page=0
Stefan Taschner; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/stefan-taschner/fragen-antworten?page=0
Bianca Winkelmann; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/bianca-winkelmann/fragen-antworten?page=0
Katja Rathje-Hoffmann; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/katja-rathje-hoffmann/fragen-antworten?page=0
Markus Rinderspacher; SPD;Bayern;https://www.abgeordnetenwatch.de//profile/markus-rinderspacher/fragen-antworten?page=0
Stephen Gerhard Stehli; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/stephen-gerhard-stehli/fragen-antworten?page=0
Denny Möller; SPD;Thüringen;https://www.abgeordnetenwatch.de//profile/denny-moeller/fragen-antworten?page=0
Tommy Tabor; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/tommy-tabor/fragen-antworten?page=0
Thorsten Schick; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/thorsten-schick/fragen-antworten?page=0
Martin Stümpfig; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/martin-stuempfig/fragen-antworten?page=0
Uwe Dorendorf; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/uwe-dorendorf/fragen-antworten?page=0
Daniel Karrais; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/daniel-karrais/fragen-antworten?page=0
Jörg Bernstein; FDP;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/joerg-bernstein/fragen-antworten?page=0
Frank Dieter Schmidt; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/frank-dieter-schmidt/fragen-antworten?page=0
Iris Firmenich; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/iris-firmenich/fragen-antworten?page=0
Ulrike Liedtke; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/ulrike-liedtke/fragen-antworten?page=0
Georg Heitlinger; FDP;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/georg-heitlinger/fragen-antworten?page=0
Nicolas Fink; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/nicolas-fink/fragen-antworten?page=0
Ayla Cataltepe; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/ayla-cataltepe/fragen-antworten?page=0
Bithja Menzel; Bündnis 90/Die Grünen;Bremen;https://www.abgeordnetenwatch.de//profile/bithja-menzel/fragen-antworten?page=0
André Barth; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/andre-barth/fragen-antworten?page=0
André Blechschmidt; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/andre-blechschmidt/fragen-antworten?page=0
Stephan Wefelscheid; FREIE WÄHLER;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/stephan-wefelscheid/fragen-antworten?page=0
Daniel Seiffert; DIE LINKE;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/daniel-seiffert/fragen-antworten?page=0
Ina Besche-Krastl; Bündnis 90/Die Grünen;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/ina-besche-krastl/fragen-antworten?page=0
Kati Engel; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/kati-engel/fragen-antworten?page=0
Gordon Schnieder; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/gordon-schnieder/fragen-antworten?page=0
Jonas Geissler; CSU;Bundestag;https://www.abgeordnetenwatch.de//profile/jonas-geissler/fragen-antworten?page=0
Thomas Hölck; SPD;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/thomas-hoelck/fragen-antworten?page=0
Sandra Hietel-Heuer; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/sandra-hietel-heuer/fragen-antworten?page=0
Hauke Hansen; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/hauke-hansen/fragen-antworten?page=0
Marco Böhme; DIE LINKE;Sachsen;https://www.abgeordnetenwatch.de//profile/marco-boehme/fragen-antworten?page=0
Annkathrin Kammeyer; SPD;Hamburg;https://www.abgeordnetenwatch.de//profile/annkathrin-kammeyer/fragen-antworten?page=0
Stefan Ziller; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/stefan-ziller/fragen-antworten?page=0
Sebastian Striegel; Bündnis 90/Die Grünen;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/sebastian-striegel/fragen-antworten?page=0
Daniela Behrens; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/daniela-behrens/fragen-antworten?page=0
Martina Holzner; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/martina-holzner/fragen-antworten?page=0
Anna Stolz; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/anna-stolz/fragen-antworten?page=0
Marlen Block; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/marlen-block/fragen-antworten?page=0
Marcel Hopp; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/marcel-hopp/fragen-antworten?page=0
Jonas Reiter; CDU;Saarland;https://www.abgeordnetenwatch.de//profile/jonas-reiter/fragen-antworten?page=0
Roman Bausch; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/roman-bausch/fragen-antworten?page=0
Boris Weirauch; SPD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/boris-weirauch/fragen-antworten?page=0
